label,text
1,  anxiety chronic iconic
1,  mental health effect mood depression increase increase
0,  point understand people commit say
0,  people happy depression just think just attitude
0,  history date
0,  like enjoy crush anxiety like
1,  machine learn algorithm risk suicide attempt
0,  wish wasnt depress productive afford therapy medication pandemic hard
1,  depression thanks
1,  depressed
0, 
1,  horny depress know ride
1,  just school soon really depress like dont want math test soon go fail
1,  worth cripple economic unknown time revive kill process depress process science wash social president
1,  compress depress leave compress mattress choose right just depress
1,  depress
0,  season therapy journey self worth learn manage live depression support love family
1,  depression food easy make actually
1,  pray people suffer anxiety depression heal
0,  blow anxiety attack love
1,  think subconscious anxiety consciously sit worry dont feel anxious think body feel feel calm right migraine issue
1,  wed wed disaster sure low simply raise anxiety probably
0, 
1,  social anxiety
1,  anxiety turbulent permanent give hell earth say work
1,  opinion depression come lack self expression hold make
0,  anxiety hand hand usually matter round
1,  yeah basically entirely psychological horror insanity suicide content
0,  feel away happy place improve mood stress
1,  depressed
1,  depress people live soft life
1,  time year suicide squad
1,  know depression
1,  colour hair depress
1,  terrible person gorgeous post live depress actually think
0,  powerful meaningful wise
1,  work hard reduce perception long depress turnout know chicken
1,  sure furry economy unexamined like probably depress live digital directly low cost living
1,  blair announce suicide entire conservative party
0,  economist recognize
1,  suicide band trailer beat mortal week record
1,  just depress establishment student stick house existential crisis kill king doesnt sound relatable stable mental health different
0,  energy talk recently
1,  depression
0,  break report girl picture
1,  despite fact research immigration do depress wage
1,  depressed clean organize apartment really embarrass force live apartment use really hard feel stupid feeling like situation
1,  blow head instead simply shotgun head shoot cocktail heroin fact think suicide
1,  anxiety
1,  feel like forget give bunch anxiety
1,  sleep schedule start eat healthy physically beat depression stop procrastinating learn
1,  opponent stop like suicide avoid
0,  team say experience burnout turnover team
1,  shine bright mindful lavender sachet anxiety reminder depression mindfulness
1,  wont vaccine birth control depression gain period forever
1,  really cure depression
0,  clear real rise high real depress importantly real rate real yield start
0,  think main thing special unlike medium nowadays depression happy life form mental illness
0,  wish relationship pleasant suicide
1,  depress today
0,  go vaccine tomorrow local expert say likely go feel like secret explode day anxiety thanks
0,  probably dont strength depress beaver tail safety
1,  ignorance hate person feel less normal delusional start believe thats depression anxiety suicide
1,  sent thing suicide dont
0,  food
1,  market anxiety
1,  choice life fault murder
1,  depress social interaction tire
1,  come apartheid style operation scare intimidate state unnecessary anxiety
1,  problem people clinical depression government response pandemic telling people
1,  burnt depress exhausted push instead
0,  true context reply vote
1,  depress just speak mind
0,  like literally like young tell help know anxiety stop thread long exist
1,  get incredible sense anxiety see baseball stadium
0,  bare author want support suicide prevention want amaze family chance
1,  depress
1,  anxiety amidst pandemic real depression real wanting pas
1,  study depression anxiety pregnancy covid write national member science direct hope listen
1,  social anxiety
1,  permanent disability think relate depression come lack feature anxiety hyper awareness tie think
0,  depression win bracket
1,  depress
1,  felt anxiety spike
0,  really late really unwilling deal dont unreasonable pretend thing real life people tell dont daft feel real heavy
1,  turf dead spring dead spot typically
0,  finally read midnight feel nostalgic twilight
